2900950 -6003860
2970018 -5987066
3039088 -5970270
3108159 -5953479
3177227 -5936682
3246297 -5919887
3315368 -5903095
3384437 -5886298
3453512 -5869506
3522579 -5852713
3591650 -5835919
3660719 -5819124
3729787 -5802329
3798860 -5785536
3867928 -5768741
3937000 -5751949
4006069 -5735155
4075140 -5718360
4144210 -5701568
4213282 -5684772
4282349 -5667977
4351423 -5651186
4420493 -5634391
4489562 -5617598
4558634 -5600802
4627701 -5584008
4696772 -5567215
4765840 -5550419
4834913 -5533628
4903980 -5516831
4973053 -5500039
5042120 -5483244
5111194 -5466451
5180260 -5449656
5249333 -5432860
5318405 -5416069
5387470 -5399273
5456542 -5382480
5525612 -5365686
5594685 -5348893
5663753 -5332098
5732823 -5315305
5801891 -5298509
5870966 -5281718
5940034 -5264922
6009104 -5248127
6078173 -5231334
6147241 -5214539
6216316 -5197747
6285383 -5180951
6354457 -5164158
6423524 -5147363
6492595 -5130569
6561665 -5113776
6630733 -5096981
6699805 -5080188
6768872 -5063393
6837947 -5046601
0 4654884
69072 -5012966
138143 -4996221
207214 -4979441
276283 -4962624
345354 -4945837
414424 -4929052
483496 -4912255
552564 -4895449
621634 -4878658
690701 -4861861
759772 -4845076
828846 -4828278
897916 -4811488
966985 -4794692
1036053 -4777896
1105126 -4761104
1174195 -4744302
1243267 -4727521
1312333 -4710718
1381405 -4693926
1450476 -4677132
1519545 -4660335
1588614 -4643543
1657685 -4626749
1726757 -4609957
1795826 -4593161
1864896 -4576369
1933964 -4559571
2003039 -4542779
2072107 -4525986
2141176 -4509191
2210244 -4492394
2279315 -4475604
2348387 -4458809
2417456 -4442014
2486525 -4425218
2555595 -4408422
2624669 -4391635
2693738 -4374839
2762809 -4358046
2831876 -4341251
2900949 -4324456
2970018 -4307663
3039089 -4290870
3108159 -4274075
3177230 -4257282
3246298 -4240487
3315368 -4223693
3384438 -4206899
3453509 -4190107
3522579 -4173311
3591648 -4156517
3660718 -4139721
3729790 -4122929
3798861 -4106137
3867930 -4089340
3936999 -4072546
4006070 -4055753
4075141 -4038959
4144209 -4022164
4213280 -4005370
4282352 -3988579
4351421 -3971784
4420492 -3954990
4489560 -3938196
4558631 -3921401
4627702 -3904608
4696770 -3887813
4765841 -3871019
4834911 -3854225
4903983 -3837431
4973054 -3820638
5042122 -3803842
5111192 -3787049
5180262 -3770255
5249334 -3753461
5318403 -3736667
5387472 -3719874
5456541 -3703079
5525612 -3686285
5594681 -3669490
5663754 -3652697
5732825 -3635903
5801892 -3619110
5870963 -3602314
5940034 -3585519
6009105 -3568728
6078173 -3551932
6147244 -3535139
6216313 -3518344
6285383 -3501550
6354455 -3484757
6423523 -3467963
6492595 -3451168
6561666 -3434375
6630737 -3417581
6699804 -3400787
6768876 -3383992
6837944 -3367198
0 4654884
69073 -3333615
138142 -3316807
207215 -3300041
276283 -3283235
345356 -3266428
414426 -3249648
483494 -3232851
552565 -3216066
621636 -3199269
690704 -3182462
759776 -3165677
828844 -3148875
897916 -3132090
966985 -3115288
1036054 -3098491
1105126 -3081701
1174195 -3064910
1243265 -3048111
1312333 -3031317
1381404 -3014523
1450474 -2997728
1519547 -2980939
1588615 -2964141
1657688 -2947349
1726756 -2930553
1795828 -2913764
1864896 -2896967
1933965 -2880171
2003035 -2863378
2072105 -2846582
2141179 -2829792
2210247 -2812996
2279319 -2796202
2348387 -2779406
2417459 -2762617
2486526 -2745820
2555597 -2729026
2624667 -2712230
2693738 -2695436
2762808 -2678646
2831877 -2661849
2900949 -2645058
2970017 -2628262
3039087 -2611466
3108160 -2594674
3177230 -2577882
3246298 -2561086
3315371 -2544293
3384439 -2527497
3453509 -2510704
3522581 -2493911
3591648 -2477116
3660718 -2460322
3729788 -2443528
3798859 -2426734
3867930 -2409940
3936997 -2393145
4006068 -2376352
4075140 -2359556
4144212 -2342764
4213279 -2325969
4282349 -2309176
4351420 -2292381
4420492 -2275589
4489561 -2258795
4558631 -2241999
4627701 -2225207
4696770 -2208410
4765841 -2191616
4834910 -2174823
4903983 -2158030
4973051 -2141235
5042121 -2124441
5111194 -2107647
5180262 -2090855
5249334 -2074062
5318404 -2057268
5387474 -2040473
5456543 -2023678
5525614 -2006885
5594683 -1990090
5663753 -1973297
5732824 -1956503
5801894 -1939707
5870965 -1922917
5940035 -1906121
6009104 -1889327
6078174 -1872532
6147243 -1855737
6216317 -1838946
6285385 -1822150
6354454 -1805356
6423526 -1788562
6492595 -1771768
6561666 -1754974
6630737 -1738181
6699804 -1721386
6768876 -1704594
6837943 -1687798
0 4654884
69075 -1654224
138145 -1637397
207213 -1620633
276281 -1603815
345353 -1587035
414422 -1570238
483494 -1553443
552561 -1536647
621633 -1519850
690706 -1503070
759773 -1486268
828844 -1469477
897913 -1452680
966984 -1435884
1036057 -1419094
1105124 -1402300
1174196 -1385508
1243268 -1368714
1312336 -1351918
1381405 -1335124
1450476 -1318330
1519546 -1301534
1588615 -1284741
1657686 -1267947
1726756 -1251157
1795826 -1234359
1864895 -1217563
1933967 -1200772
2003033 -1183976
2072109 -1167183
2141176 -1150387
2210247 -1133595
2279318 -1116800
2348386 -1100004
2417458 -1083215
2486528 -1066419
2555597 -1049627
2624667 -1032830
2693735 -1016036
2762807 -999242
2831879 -982450
2900948 -965654
2970019 -948859
3039089 -932065
3108159 -915275
3177227 -898479
3246295 -881683
3315367 -864889
3384440 -848099
3453509 -831304
3522578 -814510
3591649 -797715
3660720 -780923
3729790 -764128
3798860 -747334
3867931 -730540
3937000 -713745
4006072 -696954
4075141 -680159
4144209 -663362
4213280 -646568
4282349 -629776
4351420 -612982
4420491 -596187
4489562 -579393
4558633 -562600
4627701 -545805
4696772 -529011
4765841 -512217
4834914 -495424
4903983 -478631
4973050 -461835
5042123 -445042
5111192 -428247
5180263 -411453
5249331 -394660
5318400 -377864
5387472 -361071
5456545 -344277
5525613 -327482
5594684 -310689
5663751 -293893
5732824 -277102
5801893 -260307
5870962 -243513
5940032 -226719
6009103 -209924
6078175 -193131
6147245 -176337
6216312 -159542
6285383 -142748
6354455 -125955
6423524 -109161
6492595 -92367
6561665 -75574
6630736 -58779
6699803 -41984
6768876 -25192
6837944 -8396
0 4654884
69072 25214
138143 41974
207214 58781
276284 75578
345353 92363
414423 109170
483493 125960
552564 142752
621636 159533
690705 176339
759773 193136
828846 209917
897916 226714
966986 243510
1036054 260316
1105126 277102
1174195 293892
1243266 310689
1312335 327483
1381404 344281
1450477 361068
1519548 377864
1588618 394658
1657686 411454
1726758 428248
1795827 445040
1864896 461835
1933968 478632
2003034 495426
2072108 512216
2141177 529011
2210247 545807
2279315 562603
2348387 579394
2417459 596187
2486528 612982
2555597 629775
2624668 646569
2693739 663363
2762807 680158
2831876 696954
2900947 713747
2970017 730540
3039088 747336
3108157 764129
3177227 780924
3246299 797715
3315371 814510
3384439 831305
3453507 848099
3522581 864889
3591651 881683
3660721 898479
3729790 915274
3798862 932066
3867930 948861
3936998 965656
4006069 982450
4075140 999243
4144213 1016037
4213281 1032831
4282351 1049626
4351420 1066421
4420490 1083214
4489563 1100007
4558629 1116800
4627701 1133595
4696772 1150389
4765842 1167184
4834915 1183976
4903982 1200771
4973053 1217565
5042122 1234359
5111192 1251155
5180264 1267948
5249331 1284742
5318402 1301535
5387474 1318330
5456543 1335125
5525613 1351918
5594681 1368714
5663752 1385506
5732825 1402300
5801893 1419095
5870963 1435889
5940034 1452681
6009105 1469477
6078175 1486272
6147244 1503065
6216314 1519858
6285387 1536652
6354453 1553447
6423525 1570239
6492593 1587034
6561666 1603827
6630734 1620623
6699805 1637416
6768875 1654210
6837945 1671005
0 4654884
69074 1704620
138146 1721365
207214 1738191
276282 1754978
345354 1771768
414423 1788564
483492 1805370
552563 1822151
621633 1838959
690705 1855735
759774 1872532
828844 1889328
897912 1906124
966983 1922922
1036055 1939711
1105124 1956506
1174194 1973301
1243265 1990090
1312335 2006886
1381404 2023682
1450474 2040474
1519543 2057270
1588614 2074067
1657686 2090856
1726755 2107647
1795826 2124444
1864898 2141235
1933967 2158026
2003039 2174823
2072107 2191616
2141178 2208409
2210248 2225206
2279316 2242002
2348385 2258794
2417456 2275590
2486528 2292381
2555599 2309175
2624667 2325969
2693736 2342765
2762808 2359556
2831880 2376351
2900951 2393145
2970018 2409941
3039087 2426737
3108160 2443527
3177229 2460323
3246299 2477116
3315367 2493912
3384437 2510706
3453509 2527498
3522578 2544293
3591648 2561087
3660718 2577883
3729791 2594675
3798861 2611467
3867931 2628262
3937000 2645058
4006070 2661850
4075140 2678645
4144212 2695436
4213280 2712232
4282351 2729026
4351420 2745820
4420490 2762616
4489562 2779406
4558631 2796202
4627702 2812996
4696770 2829792
4765844 2846583
4834911 2863378
4903982 2880173
4973053 2896967
5042121 2913763
5111194 2930553
5180260 2947349
5249332 2964142
5318404 2980937
5387473 2997729
5456544 3014525
5525614 3031318
5594685 3048113
5663754 3064908
5732824 3081701
5801893 3098494
5870965 3115288
5940032 3132084
6009105 3148877
6078173 3165672
6147246 3182465
6216313 3199259
6285383 3216055
6354453 3232847
6423523 3249642
6492596 3266435
6561664 3283230
6630735 3300022
6699804 3316817
6768875 3333612
6837946 3350404
0 4654884
69072 3383993
138142 3400780
207210 3417601
276284 3434367
345355 3451174
414426 3467960
483496 3484747
552565 3501542
621635 3518344
690704 3535140
759775 3551936
828844 3568733
897915 3585517
966983 3602319
1036056 3619106
1105122 3635909
1174195 3652698
1243267 3669485
1312336 3686285
1381405 3703081
1450476 3719872
1519547 3736666
1588614 3753463
1657686 3770256
1726756 3787051
1795825 3803845
1864894 3820641
1933964 3837432
2003037 3854225
2072108 3871015
2141179 3887813
2210244 3904612
2279317 3921401
2348385 3938198
2417456 3954990
2486526 3971787
2555596 3988579
2624668 4005370
2693738 4022165
2762808 4038960
2831878 4055753
2900948 4072546
2970018 4089341
3039087 4106137
3108156 4122933
3177230 4139723
3246299 4156517
3315369 4173312
3384438 4190108
3453510 4206899
3522579 4223694
3591650 4240487
3660719 4257282
3729789 4274076
3798860 4290870
3867931 4307663
3936999 4324457
4006071 4341252
4075140 4358047
4144209 4374839
4213279 4391635
4282352 4408424
4351423 4425221
4420491 4442015
4489561 4458810
4558631 4475605
4627703 4492397
4696772 4509191
4765840 4525985
4834911 4542781
4903984 4559573
4973052 4576368
5042121 4593162
5111192 4609957
5180263 4626750
5249333 4643544
5318403 4660337
5387472 4677131
5456544 4693926
5525614 4710720
5594681 4727515
5663754 4744307
5732823 4761103
5801894 4777897
5870964 4794691
5940032 4811485
6009104 4828278
6078174 4845073
6147245 4861866
6216315 4878660
6285384 4895454
6354453 4912249
6423525 4929043
6492594 4945837
6561666 4962630
6630733 4979425
6699805 4996218
6768875 5013012
6837946 5029807
0 4654884
69077 5063306
138146 5080174
207216 5096960
276284 5113777
345352 5130567
414424 5147353
483495 5164159
552564 5180950
621634 5197753
690707 5214533
759775 5231325
828846 5248126
897917 5264917
966982 5281719
1036055 5298509
1105125 5315304
1174193 5332102
1243264 5348896
1312337 5365684
1381404 5382481
1450475 5399273
1519544 5416071
1588616 5432859
1657688 5449654
1726755 5466452
1795826 5483244
1864894 5500040
1933967 5516831
2003037 5533628
2072108 5550418
2141178 5567215
2210248 5584006
2279317 5600802
2348385 5617599
2417455 5634394
2486526 5651186
2555600 5667977
2624666 5684773
2693737 5701569
2762808 5718360
2831878 5735154
2900948 5751949
2970020 5768742
3039088 5785536
3108159 5802330
3177229 5819126
3246298 5835919
3315368 5852712
3384439 5869506
3453510 5886300
3522579 5903095
3591652 5919886
3660719 5936683
3729788 5953477
3798860 5970271
3867931 5987066
3936998 6003859
4006071 6020653
4075139 6037448
4144210 6054241
4213281 6071035
4282350 6087829
4351419 6104625
4420490 6121418
4489560 6138212
4558630 6155004
4627702 6171799
4696771 6188594
4765840 6205388
4834911 6222181
4903982 6238975
4973050 6255770
5042122 6272566
5111189 6289360
5180263 6306149
5249331 6322945
5318402 6339738
5387474 6356531
5456542 6373325
5525613 6390119
5594685 6406914
5663756 6423707
5732825 6440502
5801892 6457297
5870963 6474090
5940033 6490886
6009106 6507678
6078174 6524474
6147244 6541266
6216315 6558061
6285385 6574854
6354454 6591649
6423525 6608443
6492593 6625238
6561665 6642031
6630735 6658824
6699806 6675618
6768877 6692413
6837943 6709208
0 4654884
69075 6742776
138143 6759582
207211 6776410
276282 6793196
345352 6809975
414423 6826772
483491 6843568
552563 6860361
621636 6877136
690705 6893937
759777 6910728
828844 6927530
897915 6944322
966986 6961112
1036051 6977918
1105123 6994704
1174195 7011497
1243264 7028295
1312334 7045088
1381405 7061882
1450476 7078676
1519547 7095467
1588615 7112267
1657686 7129057
1726757 7145850
1795826 7162645
1864894 7179443
1933965 7196235
2003036 7213027
2072108 7229818
2141177 7246617
2210248 7263409
2279316 7280208
2348388 7296997
2417457 7313792
2486526 7330586
2555597 7347379
2624667 7364173
2693738 7380967
2762808 7397762
2831878 7414556
2900945 7431352
2970016 7448145
3039089 7464939
3108158 7481732
3177226 7498529
3246297 7515321
3315369 7532113
3384441 7548908
3453511 7565699
3522582 7582495
3591649 7599289
3660721 7616081
3729791 7632875
3798859 7649671
3867930 7666466
3936999 7683260
4006070 7700054
4075141 7716846
4144212 7733641
4213280 7750437
4282349 7767232
4351421 7784022
4420489 7800818
4489561 7817611
4558630 7834407
4627699 7851200
4696772 7867994
4765843 7884788
4834913 7901582
4903982 7918377
4973054 7935169
5042122 7951962
5111194 7968757
